local_id	global_id	country	cnt_count	cnt_age_mean	cnt_age_l	cnt_age_r	cnt_sex	cnt_home	cnt_work	cnt_school	cnt_transport	cnt_leisure	cnt_otherplace	cnt_frequency	cnt_touch	cnt_duration
17	7271	BE	40	27	25	30	M	0	1	0	0	0	0	3	2	2
17	7271	BE	40	21	21	 	 	0	1	0	0	0	0	2	1	4
17	7271	BE	40	18	18	 	 	0	1	0	0	0	0	2	1	3
17	7271	BE	40	46	46	 	 	0	1	0	0	0	0	3	1	3
17	7271	BE	40	26	26	 	 	0	1	0	0	0	0	2	1	3
17	7271	BE	40	38	38	 	 	0	1	0	0	0	0	5	1	4
17	7271	BE	40	17	15	20	F	0	1	0	0	0	0	2	2	3
17	7271	BE	40	17	15	20	M	0	1	0	0	0	0	4	2	2
17	7271	BE	40	45	40	50	M	0	1	0	0	0	0	5	2	3
17	7271	BE	40	28	28	 	 	0	1	0	0	0	0	2	1	4
17	7271	BE	40	42	40	45	M	0	1	0	0	0	0	2	2	2
17	7271	BE	40	58	58	 	 	0	1	0	0	0	0	4	2	1
17	7271	BE	40	32	32	 	 	0	1	0	0	0	0	2	2	5
17	7271	BE	40	27	25	30	F	0	1	0	0	0	0	1	1	2
17	7271	BE	40	35	35	 	 	0	1	0	0	0	0	4	2	3
17	7271	BE	40	22	20	25	F	0	1	0	0	0	0	1	1	1
17	7271	BE	40	38	38	 	 	0	1	0	0	0	0	2	1	3
17	7271	BE	40	22	20	25	M	0	1	0	0	0	0	3	2	3
17	7271	BE	40	44	44	 	 	0	1	0	0	0	0	4	2	1
17	7271	BE	40	22	22	 	 	0	1	0	0	0	0	1	2	1
17	7271	BE	40	17	15	20	F	0	1	0	0	0	0	5	2	3
17	7271	BE	40	59	59	 	 	0	1	0	0	0	0	4	1	3
17	7271	BE	40	27	27	 	 	0	1	0	0	0	0	1	2	4
17	7271	BE	40	24	24	 	 	0	1	0	0	0	0	5	1	4
17	7271	BE	40	37	35	40	F	0	1	0	0	0	0	5	2	3
17	7271	BE	40	26	26	 	 	0	1	0	0	0	0	2	2	4
17	7271	BE	40	46	46	 	 	0	1	0	0	0	0	2	2	3
17	7271	BE	40	53	53	 	 	0	1	0	0	0	0	4	2	2
17	7271	BE	40	26	26	 	 	0	1	0	0	0	0	5	2	1
17	7271	BE	40	22	20	25	M	0	1	0	0	0	0	4	2	4
17	7271	BE	40	42	42	 	 	0	1	0	0	0	0	1	2	4
17	7271	BE	40	55	55	 	 	0	1	0	0	0	0	3	1	2
17	7271	BE	40	22	20	25	F	0	1	0	0	0	0	3	2	3
17	7271	BE	40	44	44	 	 	0	1	0	0	0	0	5	1	2
17	7271	BE	40	47	45	50	F	0	1	0	0	0	0	1	1	3
17	7271	BE	40	24	24	 	 	0	1	0	0	0	0	4	2	2
17	7271	BE	40	21	21	 	 	0	1	0	0	0	0	2	2	2
17	7271	BE	40	32	30	35	M	0	1	0	0	0	0	4	2	2
18	7272	BE	6	55	55	 	M	1	0	0	0	0	0	1	1	5
18	7272	BE	6	57	57	 	F	0	0	0	0	1	0	2	2	3
18	7272	BE	6	60	60	 	M	0	0	0	0	1	0	2	2	3
18	7272	BE	6	22	20	25	F	0	0	0	1	0	0	5	2	1
18	7272	BE	6	27	25	30	F	0	0	0	0	1	0	2	2	3
18	7272	BE	6	26	26	 	M	1	0	0	0	0	0	1	2	4
19	7273	BE	15	44	44	 	M	1	0	0	0	0	0	1	1	5
19	7273	BE	15	66	66	 	F	0	0	0	0	0	1	2	2	2
19	7273	BE	15	38	38	 	M	0	1	0	0	0	0	1	1	2
19	7273	BE	15	48	48	 	F	0	0	0	0	0	1	4	2	2
19	7273	BE	15	63	63	 	M	0	1	0	0	0	0	1	1	2
19	7273	BE	15	21	21	 	F	0	1	0	0	0	0	3	2	1
19	7273	BE	15	67	67	 	M	0	0	0	0	0	1	2	2	2
19	7273	BE	15	25	25	 	M	0	1	0	0	0	0	3	2	1
19	7273	BE	15	59	59	 	M	0	0	0	0	0	1	4	2	2
19	7273	BE	15	20	20	 	M	1	0	0	0	0	0	1	1	3
19	7273	BE	15	72	72	 	M	0	0	0	0	1	0	3	2	1
19	7273	BE	15	55	55	 	M	0	1	0	0	0	0	1	2	4
19	7273	BE	15	44	44	 	M	1	0	0	0	0	0	3	2	4
19	7273	BE	15	17	17	 	M	1	0	0	0	0	0	1	1	3
19	7273	BE	15	23	23	 	F	0	1	0	0	0	0	3	2	1
20	7274	BE	7	76	76	 	F	1	0	0	0	0	0	2	2	3
20	7274	BE	7	44	43	45	M	1	0	0	0	0	0	4	1	3
20	7274	BE	7	36	35	38	F	1	0	0	0	0	0	2	2	2
20	7274	BE	7	24	24	 	M	1	0	0	0	0	0	1	2	3
20	7274	BE	7	61	61	 	M	1	0	0	0	0	0	1	2	3
20	7274	BE	7	81	81	 	M	1	0	0	0	0	0	2	2	3
20	7274	BE	7	26	26	 	F	1	0	0	0	0	0	1	1	5
21	7275	BE	6	20	20	 	F	1	0	0	0	0	0	1	 	4
21	7275	BE	6	52	52	 	F	0	0	0	0	1	0	3	2	4
21	7275	BE	6	21	21	 	M	1	0	0	0	0	0	1	 	4
21	7275	BE	6	32	30	35	F	0	0	0	0	1	0	3	2	4
21	7275	BE	6	62	60	65	F	0	0	0	0	0	1	4	2	2
21	7275	BE	6	56	56	 	F	0	0	0	0	1	0	3	2	4
22	7276	BE	13	51	51	 	F	0	0	0	0	0	1	3	2	3
22	7276	BE	13	27	25	30	F	0	0	0	0	0	1	3	2	2
22	7276	BE	13	32	30	35	F	0	0	0	0	0	1	4	2	1
22	7276	BE	13	52	50	55	F	0	0	0	0	0	1	4	2	3
22	7276	BE	13	49	49	 	M	1	0	0	1	0	1	1	2	5
22	7276	BE	13	23	23	 	F	0	0	0	0	0	1	3	2	2
22	7276	BE	13	20	20	 	M	1	0	0	0	0	0	1	1	5
22	7276	BE	13	32	30	35	F	0	0	0	0	0	1	3	1	2
22	7276	BE	13	16	16	 	F	1	0	0	0	0	0	3	1	2
22	7276	BE	13	37	35	40	F	0	0	0	0	0	1	5	1	3
22	7276	BE	13	19	19	 	M	1	0	0	0	0	0	1	1	5
22	7276	BE	13	85	85	 	M	0	0	0	0	0	1	2	2	2
22	7276	BE	13	82	82	 	F	0	0	0	0	0	1	2	1	3
23	7277	BE	5	76	76	 	F	0	0	0	0	0	1	3	1	4
23	7277	BE	5	78	78	 	M	0	0	0	0	0	1	3	1	4
23	7277	BE	5	38	38	 	M	0	0	0	0	0	1	5	2	2
23	7277	BE	5	54	54	 	M	0	0	0	0	0	1	4	2	3
23	7277	BE	5	52	52	 	F	0	0	0	0	0	1	4	2	3
24	7278	BE	17	39	39	 	M	0	0	0	0	1	0	3	1	4
24	7278	BE	17	32	30	35	F	0	0	0	0	0	1	5	2	4
24	7278	BE	17	22	20	25	F	0	0	0	0	0	1	2	2	1
24	7278	BE	17	57	55	60	M	0	0	0	0	0	1	3	1	3
24	7278	BE	17	35	35	 	M	1	0	0	0	0	0	3	1	3
24	7278	BE	17	28	28	 	M	0	0	0	0	0	1	2	2	1
24	7278	BE	17	7	7	 	F	0	0	0	0	1	0	3	1	4
24	7278	BE	17	62	60	65	M	0	0	0	0	0	1	3	1	3
24	7278	BE	17	9	9	 	M	0	0	0	0	1	0	5	2	4
24	7278	BE	17	9	9	 	F	0	0	0	0	1	0	3	1	4
24	7278	BE	17	1	1	 	M	1	0	0	0	0	0	3	1	5
24	7278	BE	17	37	37	 	F	0	0	0	0	1	0	3	1	4
24	7278	BE	17	64	64	 	M	1	0	0	0	0	0	1	1	5
24	7278	BE	17	3	3	 	M	1	0	0	0	0	0	3	1	4
24	7278	BE	17	65	65	 	M	1	0	0	0	0	0	2	2	1
24	7278	BE	17	34	34	 	F	1	0	0	0	0	0	3	1	3
24	7278	BE	17	19	18	20	F	0	0	0	0	0	1	2	2	1
25	7279	BE	47	77	77	 	 	0	1	0	0	0	0	2	2	5
25	7279	BE	47	43	43	 	 	0	1	0	0	0	0	2	2	3
25	7279	BE	47	34	34	 	 	0	1	0	0	0	0	3	1	2
25	7279	BE	47	41	41	 	 	0	1	0	0	0	0	3	2	1
25	7279	BE	47	34	34	 	 	0	1	0	0	0	0	1	2	2
25	7279	BE	47	53	53	 	 	0	1	0	0	0	0	1	2	3
25	7279	BE	47	53	53	 	 	0	1	0	0	0	0	2	1	4
25	7279	BE	47	80	80	 	 	0	1	0	0	0	0	2	2	1
25	7279	BE	47	63	63	 	 	0	1	0	0	0	0	1	1	2
25	7279	BE	47	45	45	 	 	0	1	0	0	0	0	2	1	4
25	7279	BE	47	22	20	25	F	0	0	0	0	0	1	5	2	2
25	7279	BE	47	21	21	 	 	0	1	0	0	0	0	2	2	1
25	7279	BE	47	42	42	 	 	0	1	0	0	0	0	5	2	1
25	7279	BE	47	52	52	 	M	1	0	0	0	0	0	1	1	5
25	7279	BE	47	63	63	 	 	0	1	0	0	0	0	2	2	5
25	7279	BE	47	24	24	 	 	0	1	0	0	0	0	1	1	2
25	7279	BE	47	37	37	 	 	0	1	0	0	0	0	2	1	4
25	7279	BE	47	35	30	40	F	0	0	0	0	0	1	2	2	1
25	7279	BE	47	41	41	 	 	0	1	0	0	0	0	2	2	5
25	7279	BE	47	58	58	 	 	0	1	0	0	0	0	1	2	2
25	7279	BE	47	38	38	 	 	0	1	0	0	0	0	3	1	3
25	7279	BE	47	52	52	 	 	0	1	0	0	0	0	1	2	1
25	7279	BE	47	53	53	 	 	0	1	0	0	0	0	5	1	3
25	7279	BE	47	21	18	25	M	0	0	0	0	1	0	5	2	1
25	7279	BE	47	55	55	 	 	0	1	0	0	0	0	4	2	2
25	7279	BE	47	74	74	 	 	0	1	0	0	0	0	5	2	2
25	7279	BE	47	43	43	 	 	0	1	0	0	0	0	1	1	5
25	7279	BE	47	22	20	25	F	0	1	0	0	0	0	3	2	3
25	7279	BE	47	48	48	 	 	0	1	0	0	0	0	2	2	5
25	7279	BE	47	75	75	 	 	0	1	0	0	0	0	3	1	3
25	7279	BE	47	43	43	 	 	0	1	0	0	0	0	4	2	2
25	7279	BE	47	63	63	 	 	0	1	0	0	0	0	2	1	2
25	7279	BE	47	60	60	 	 	0	1	0	0	0	0	1	2	2
25	7279	BE	47	74	74	 	 	0	1	0	0	0	0	1	2	1
25	7279	BE	47	38	38	 	 	0	1	0	0	0	0	2	1	2
25	7279	BE	47	50	50	 	 	0	1	0	0	0	0	1	2	4
25	7279	BE	47	72	70	75	M	1	0	0	0	0	0	2	2	3
25	7279	BE	47	82	80	85	F	0	1	0	0	0	0	3	1	2
25	7279	BE	47	52	52	 	 	0	1	0	0	0	0	1	2	2
25	7279	BE	47	70	70	 	 	0	1	0	0	0	0	1	1	3
25	7279	BE	47	77	77	 	 	0	1	0	0	0	0	1	2	2
25	7279	BE	47	30	30	 	 	0	1	0	0	0	0	1	2	5
25	7279	BE	47	43	43	 	 	0	1	0	0	0	0	3	1	2
25	7279	BE	47	55	55	 	 	0	1	0	0	0	0	3	2	2
25	7279	BE	47	40	40	 	 	0	1	0	0	0	0	2	1	2
25	7279	BE	47	27	27	 	 	0	1	0	0	0	0	1	2	4
25	7279	BE	47	73	73	 	 	0	1	0	0	0	0	1	1	1
26	7280	BE	11	29	29	 	F	0	1	0	0	0	0	1	2	5
26	7280	BE	11	46	45	47	M	0	1	0	0	0	0	2	2	1
26	7280	BE	11	0	0	 	M	1	0	0	0	0	0	1	1	5
26	7280	BE	11	30	28	33	F	0	0	0	0	0	1	4	2	1
26	7280	BE	11	35	34	36	F	0	1	0	0	0	0	2	2	1
26	7280	BE	11	52	52	 	F	0	1	0	0	0	0	1	2	5
26	7280	BE	11	47	47	 	M	0	1	0	0	0	0	1	2	5
26	7280	BE	11	46	46	 	M	0	1	0	0	0	0	1	2	3
26	7280	BE	11	34	34	 	F	1	0	0	0	0	0	1	1	5
26	7280	BE	11	22	22	 	F	0	1	0	0	0	0	1	2	5
26	7280	BE	11	35	35	 	M	0	1	0	0	0	0	1	2	5
27	7281	BE	9	62	62	 	M	1	0	0	0	0	0	2	1	5
27	7281	BE	9	40	40	 	F	1	0	0	0	0	0	2	1	5
27	7281	BE	9	72	70	75	F	0	0	0	0	0	1	3	1	3
27	7281	BE	9	27	25	30	F	0	0	0	0	0	1	4	1	2
27	7281	BE	9	29	29	 	M	1	0	0	0	0	0	3	1	5
27	7281	BE	9	27	25	30	M	0	0	0	0	0	1	4	1	2
27	7281	BE	9	32	32	 	F	1	0	0	0	0	0	3	1	5
27	7281	BE	9	77	75	80	F	1	0	0	0	0	0	2	1	4
27	7281	BE	9	43	43	 	M	1	0	0	0	0	0	2	1	5
28	7282	BE	99	20	20	 	 	0	1	0	0	0	0	1	2	1
28	7282	BE	99	35	35	 	 	0	1	0	0	0	0	2	2	1
28	7282	BE	99	54	54	 	 	0	1	0	0	0	0	5	1	4
28	7282	BE	99	21	21	 	 	0	1	0	0	0	0	1	2	4
28	7282	BE	99	24	24	 	 	0	1	0	0	0	0	4	2	2
28	7282	BE	99	28	28	 	 	0	1	0	0	0	0	3	2	1
28	7282	BE	99	32	30	35	M	0	1	0	0	0	0	2	2	2
28	7282	BE	99	58	58	 	M	1	0	0	0	0	0	1	1	3
28	7282	BE	99	38	38	 	F	1	0	0	0	0	0	2	2	4
28	7282	BE	99	62	62	 	F	0	0	0	0	1	0	3	2	4
28	7282	BE	99	58	58	 	M	1	0	0	0	0	0	1	1	2
28	7282	BE	99	54	54	 	M	0	1	0	0	0	0	1	2	 
28	7282	BE	99	38	38	 	 	0	1	0	0	0	0	4	1	2
28	7282	BE	99	37	35	40	M	0	1	0	0	0	0	3	2	 
28	7282	BE	99	54	54	 	 	0	1	0	0	0	0	2	2	5
28	7282	BE	99	42	42	 	 	0	1	0	0	0	0	5	2	1
28	7282	BE	99	44	44	 	 	0	1	0	0	0	0	1	1	5
28	7282	BE	99	57	55	60	M	0	1	0	0	0	0	1	2	 
28	7282	BE	99	37	37	 	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	27	25	30	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	22	22	 	 	0	1	0	0	0	0	3	2	1
28	7282	BE	99	54	54	 	 	0	1	0	0	0	0	3	1	2
28	7282	BE	99	24	24	 	F	0	1	0	0	0	0	4	1	1
28	7282	BE	99	45	45	 	 	0	1	0	0	0	0	2	1	5
28	7282	BE	99	25	25	 	 	0	1	0	0	0	0	1	1	5
28	7282	BE	99	25	25	 	 	0	1	0	0	0	0	1	2	4
28	7282	BE	99	30	30	 	F	1	0	0	0	0	0	1	1	1
28	7282	BE	99	37	37	 	 	0	1	0	0	0	0	4	2	2
28	7282	BE	99	58	58	 	 	0	1	0	0	0	0	1	1	3
28	7282	BE	99	42	40	45	F	0	0	0	0	1	0	3	2	4
28	7282	BE	99	38	38	 	M	0	1	0	0	0	0	3	2	 
28	7282	BE	99	32	30	35	F	0	1	0	0	0	0	1	2	 
28	7282	BE	99	58	58	 	F	0	0	0	0	1	0	3	2	4
28	7282	BE	99	49	49	 	 	0	1	0	0	0	0	2	2	4
28	7282	BE	99	27	25	30	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	55	55	 	 	0	1	0	0	0	0	1	2	4
28	7282	BE	99	57	55	60	M	0	1	0	0	0	0	3	2	 
28	7282	BE	99	44	44	 	 	0	1	0	0	0	0	1	2	2
28	7282	BE	99	51	51	 	 	0	1	0	0	0	0	1	1	2
28	7282	BE	99	32	32	 	F	0	1	0	0	0	0	1	2	 
28	7282	BE	99	32	32	 	 	0	1	0	0	0	0	1	1	3
28	7282	BE	99	30	30	 	F	1	0	0	0	0	0	1	1	2
28	7282	BE	99	21	21	 	 	0	1	0	0	0	0	3	1	2
28	7282	BE	99	32	30	35	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	42	40	45	M	0	1	0	0	0	0	2	2	2
28	7282	BE	99	19	19	 	M	0	1	0	0	0	0	1	2	 
28	7282	BE	99	55	55	 	M	0	1	0	0	0	0	1	2	2
28	7282	BE	99	32	32	 	 	0	1	0	0	0	0	2	2	5
28	7282	BE	99	30	30	 	 	0	1	0	0	0	0	1	1	2
28	7282	BE	99	42	40	45	M	0	1	0	0	0	0	3	2	 
28	7282	BE	99	52	50	55	M	0	1	0	0	0	0	3	2	2
28	7282	BE	99	34	34	 	 	0	1	0	0	0	0	2	1	3
28	7282	BE	99	33	33	 	F	0	1	0	0	0	0	1	2	 
28	7282	BE	99	42	40	45	F	0	0	0	0	1	0	3	2	4
28	7282	BE	99	32	30	35	M	0	1	0	0	0	0	1	2	2
28	7282	BE	99	32	30	35	F	0	1	0	0	0	0	1	2	 
28	7282	BE	99	22	20	25	F	0	1	0	0	0	0	1	2	 
28	7282	BE	99	46	46	 	 	0	1	0	0	0	0	2	2	4
28	7282	BE	99	52	50	55	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	56	56	 	M	1	0	0	0	0	0	1	1	2
28	7282	BE	99	37	35	40	M	0	1	0	0	0	0	3	2	2
28	7282	BE	99	42	40	45	M	0	1	0	0	0	0	2	2	2
28	7282	BE	99	27	25	30	M	0	1	0	0	0	0	3	2	 
28	7282	BE	99	20	20	 	 	0	1	0	0	0	0	1	1	2
28	7282	BE	99	42	40	45	M	0	1	0	0	0	0	1	2	 
28	7282	BE	99	55	55	 	 	0	1	0	0	0	0	5	1	3
28	7282	BE	99	18	18	 	 	0	1	0	0	0	0	5	2	1
28	7282	BE	99	43	43	 	M	0	1	0	0	0	0	5	2	 
28	7282	BE	99	42	40	45	M	0	1	0	0	0	0	3	2	2
28	7282	BE	99	33	33	 	 	0	1	0	0	0	0	1	1	1
28	7282	BE	99	38	38	 	 	0	1	0	0	0	0	2	2	3
28	7282	BE	99	31	31	 	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	32	30	35	F	0	1	0	0	0	0	2	2	 
28	7282	BE	99	57	55	60	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	48	48	 	 	0	1	0	0	0	0	2	1	5
28	7282	BE	99	36	36	 	 	0	1	0	0	0	0	2	2	3
28	7282	BE	99	20	20	 	 	0	1	0	0	0	0	1	2	3
28	7282	BE	99	33	33	 	 	0	1	0	0	0	0	1	2	1
28	7282	BE	99	24	24	 	F	0	1	0	0	0	0	4	1	1
28	7282	BE	99	47	45	50	M	0	1	0	0	0	0	1	2	2
28	7282	BE	99	40	40	 	 	0	1	0	0	0	0	5	1	3
28	7282	BE	99	37	37	 	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	32	30	35	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	32	30	35	M	0	1	0	0	0	0	3	2	 
28	7282	BE	99	46	46	 	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	42	40	45	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	37	35	40	M	0	1	0	0	0	0	2	2	2
28	7282	BE	99	47	47	 	M	0	1	0	0	0	0	1	2	 
28	7282	BE	99	32	30	35	M	0	1	0	0	0	0	1	2	2
28	7282	BE	99	34	34	 	 	0	1	0	0	0	0	1	1	3
28	7282	BE	99	42	40	45	M	0	1	0	0	0	0	3	2	 
28	7282	BE	99	32	30	35	M	0	1	0	0	0	0	2	2	 
28	7282	BE	99	50	50	 	 	0	1	0	0	0	0	1	2	3
28	7282	BE	99	37	35	40	M	0	1	0	0	0	0	3	2	2
28	7282	BE	99	22	20	25	M	0	1	0	0	0	0	3	2	2
28	7282	BE	99	39	39	 	F	0	1	0	0	0	0	1	2	 
28	7282	BE	99	32	30	35	M	0	1	0	0	0	0	1	2	2
28	7282	BE	99	43	43	 	 	0	1	0	0	0	0	1	2	1
28	7282	BE	99	22	20	25	M	0	1	0	0	0	0	4	2	2
29	7283	BE	60	67	67	 	 	0	1	0	0	0	0	1	1	5
29	7283	BE	60	71	71	 	 	0	1	0	0	0	0	3	1	3
29	7283	BE	60	80	80	 	 	0	1	0	0	0	0	2	2	5
29	7283	BE	60	68	68	 	 	0	1	0	0	0	0	3	2	3
29	7283	BE	60	72	72	 	 	0	1	0	0	0	0	2	2	5
29	7283	BE	60	77	77	 	 	0	1	0	0	0	0	2	1	2
29	7283	BE	60	69	69	 	 	0	1	0	0	0	0	5	1	3
29	7283	BE	60	73	73	 	 	0	1	0	0	0	0	5	2	2
29	7283	BE	60	68	68	 	 	0	1	0	0	0	0	2	2	5
29	7283	BE	60	78	78	 	 	0	1	0	0	0	0	2	1	2
29	7283	BE	60	65	65	 	 	0	1	0	0	0	0	4	2	3
29	7283	BE	60	72	72	 	 	0	1	0	0	0	0	1	1	3
29	7283	BE	60	66	66	 	 	0	1	0	0	0	0	2	2	4
29	7283	BE	60	61	61	 	 	0	1	0	0	0	0	2	1	2
29	7283	BE	60	78	78	 	 	0	1	0	0	0	0	3	2	1
29	7283	BE	60	71	71	 	 	0	1	0	0	0	0	1	2	2
29	7283	BE	60	64	64	 	 	0	1	0	0	0	0	3	1	3
29	7283	BE	60	77	77	 	 	0	1	0	0	0	0	2	1	4
29	7283	BE	60	67	65	70	M	0	1	0	0	0	0	2	1	5
29	7283	BE	60	73	73	 	 	0	1	0	0	0	0	2	2	5
29	7283	BE	60	78	78	 	 	0	1	0	0	0	0	1	1	3
29	7283	BE	60	27	25	30	F	0	1	0	0	0	0	3	1	5
29	7283	BE	60	27	25	30	F	0	1	0	0	0	0	3	1	5
29	7283	BE	60	92	90	95	F	0	1	0	0	0	0	2	1	5
29	7283	BE	60	74	74	 	 	0	1	0	0	0	0	5	2	2
29	7283	BE	60	71	71	 	 	0	1	0	0	0	0	4	2	2
29	7283	BE	60	32	30	35	M	1	0	0	0	0	0	3	2	1
29	7283	BE	60	77	75	80	M	0	1	0	0	0	0	2	1	5
29	7283	BE	60	76	76	 	 	0	1	0	0	0	0	5	1	2
29	7283	BE	60	78	78	 	 	0	1	0	0	0	0	4	2	2
29	7283	BE	60	70	70	 	 	0	1	0	0	0	0	1	1	5
29	7283	BE	60	72	72	 	 	0	1	0	0	0	0	5	2	1
29	7283	BE	60	27	25	30	F	0	1	0	0	0	0	3	1	3
29	7283	BE	60	73	73	 	 	0	1	0	0	0	0	5	2	1
29	7283	BE	60	71	71	 	 	0	1	0	0	0	0	2	1	3
29	7283	BE	60	27	25	30	F	1	0	0	0	0	0	1	1	2
29	7283	BE	60	69	69	 	 	0	1	0	0	0	0	2	2	5
29	7283	BE	60	82	80	85	M	0	1	0	0	0	0	2	1	5
29	7283	BE	60	74	74	 	 	0	1	0	0	0	0	1	2	4
29	7283	BE	60	2	0	5	F	1	0	0	0	0	0	1	1	2
29	7283	BE	60	97	95	99	F	0	1	0	0	0	0	2	1	5
29	7283	BE	60	47	45	50	M	1	0	0	0	0	0	1	1	2
29	7283	BE	60	27	25	30	M	1	0	0	0	0	0	1	1	2
29	7283	BE	60	17	15	20	F	1	0	0	0	0	0	1	1	3
29	7283	BE	60	72	70	75	F	0	1	0	0	0	0	2	1	5
29	7283	BE	60	37	35	40	M	0	1	0	0	0	0	2	2	1
29	7283	BE	60	92	90	95	F	0	1	0	0	0	0	2	1	5
29	7283	BE	60	37	35	40	M	1	0	0	0	0	0	5	2	1
29	7283	BE	60	76	76	 	 	0	1	0	0	0	0	3	1	3
29	7283	BE	60	61	61	 	 	0	1	0	0	0	0	2	2	5
29	7283	BE	60	66	66	 	 	0	1	0	0	0	0	2	1	3
29	7283	BE	60	12	10	15	F	1	0	0	0	0	0	1	1	3
29	7283	BE	60	61	61	 	 	0	1	0	0	0	0	5	2	2
29	7283	BE	60	47	45	50	M	0	1	0	0	0	0	3	2	1
29	7283	BE	60	97	95	99	M	0	1	0	0	0	0	2	1	5
29	7283	BE	60	72	70	75	F	0	1	0	0	0	0	2	1	5
29	7283	BE	60	67	65	70	M	0	1	0	0	0	0	2	1	5
29	7283	BE	60	64	64	 	 	0	1	0	0	0	0	2	1	4
29	7283	BE	60	62	60	65	M	0	1	0	0	0	0	2	1	5
29	7283	BE	60	82	80	85	M	0	1	0	0	0	0	2	1	5
30	7284	BE	13	32	30	35	F	0	1	0	0	0	0	4	2	1
30	7284	BE	13	26	26	 	M	0	0	0	0	1	0	3	1	4
30	7284	BE	13	62	60	65	M	0	1	0	0	0	0	2	2	1
30	7284	BE	13	30	30	 	M	0	1	0	0	0	0	2	1	1
30	7284	BE	13	35	35	 	M	0	1	0	0	0	0	2	1	1
30	7284	BE	13	37	35	40	F	0	1	0	0	0	0	3	2	1
30	7284	BE	13	25	25	 	F	1	0	0	0	0	0	1	1	2
30	7284	BE	13	30	30	 	M	0	0	0	0	1	0	3	1	4
30	7284	BE	13	24	24	 	M	0	1	0	0	0	0	3	1	2
30	7284	BE	13	42	40	45	M	0	1	0	0	0	0	2	2	1
30	7284	BE	13	27	25	30	F	0	1	0	0	0	0	4	1	1
30	7284	BE	13	30	30	 	M	0	0	0	0	1	0	3	1	4
30	7284	BE	13	45	45	 	F	0	1	0	0	0	0	3	1	1
31	7285	BE	2	37	35	40	M	1	0	0	1	0	0	1	2	3
31	7285	BE	2	27	25	30	F	1	0	0	0	0	0	1	1	2
32	7286	BE	5	31	31	 	M	1	0	0	0	0	0	1	1	4
32	7286	BE	5	62	62	 	F	1	0	0	1	0	0	1	1	5
32	7286	BE	5	32	32	 	M	1	0	0	0	0	0	3	1	4
32	7286	BE	5	1	1	 	M	1	0	0	0	0	0	3	1	4
32	7286	BE	5	29	29	 	F	1	0	0	0	0	0	3	1	4
33	7287	BE	11	16	16	 	M	1	0	0	1	1	0	1	1	5
33	7287	BE	11	19	19	 	F	1	0	0	1	1	0	1	1	5
33	7287	BE	11	40	40	 	F	1	0	0	1	1	0	1	1	5
33	7287	BE	11	43	43	 	M	0	0	0	0	0	1	3	1	3
33	7287	BE	11	71	71	 	F	0	0	0	0	0	1	2	1	3
33	7287	BE	11	12	12	 	M	1	0	0	1	1	0	1	1	5
33	7287	BE	11	22	20	25	F	0	0	0	0	0	1	5	2	1
33	7287	BE	11	37	35	40	F	0	0	0	0	0	1	5	2	1
33	7287	BE	11	3	3	 	F	0	0	0	0	0	1	3	1	3
33	7287	BE	11	42	42	 	F	0	0	0	0	0	1	3	1	3
33	7287	BE	11	72	72	 	M	0	0	0	0	0	1	2	1	3
34	7288	BE	11	42	40	45	F	0	0	0	0	0	1	1	2	2
34	7288	BE	11	19	18	20	F	0	0	0	0	0	1	2	1	3
34	7288	BE	11	80	80	 	F	1	0	0	0	0	0	1	1	4
34	7288	BE	11	42	40	45	F	0	0	0	0	0	1	2	1	2
34	7288	BE	11	42	40	45	M	0	0	0	0	0	1	2	1	2
34	7288	BE	11	22	20	25	F	0	0	0	0	0	1	4	2	1
34	7288	BE	11	61	60	63	F	0	0	0	0	0	1	3	1	3
34	7288	BE	11	52	50	55	F	1	0	0	0	0	0	1	1	3
34	7288	BE	11	52	52	 	M	1	0	0	0	0	0	1	1	5
34	7288	BE	11	32	30	35	F	0	0	0	0	0	1	4	1	1
34	7288	BE	11	32	30	35	M	0	0	0	0	0	1	4	1	1
35	7289	BE	52	57	57	 	 	0	1	0	0	0	0	1	1	5
35	7289	BE	52	32	32	 	 	0	1	0	0	0	0	1	2	3
35	7289	BE	52	41	41	 	 	0	1	0	0	0	0	1	2	4
35	7289	BE	52	57	55	60	M	0	0	0	1	0	0	3	2	3
35	7289	BE	52	50	50	 	 	0	1	0	0	0	0	2	2	5
35	7289	BE	52	47	47	 	 	0	1	0	0	0	0	2	2	2
35	7289	BE	52	42	40	45	M	0	0	0	1	0	0	2	2	3
35	7289	BE	52	43	43	 	 	0	1	0	0	0	0	2	2	4
35	7289	BE	52	20	20	 	 	0	1	0	0	0	0	1	2	3
35	7289	BE	52	57	57	 	 	0	1	0	0	0	0	3	1	2
